"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-02-01 00:00","2024","02","01","00:00","","-5.9","","-8.6","","82","","","","24","","5","","","","100.96","","","","-8","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-02-01 01:00","2024","02","01","01:00","","-4.7","","-7.5","","81","","","","25","","7","","","","100.91","","","","-8","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-02-01 02:00","2024","02","01","02:00","","-4.2","","-6.9","","82","","","","24","","6","","","","100.88","","","","-7","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-02-01 03:00","2024","02","01","03:00","","-3.8","","-6.3","","82","","","","24","","6","","","","100.86","","","","-6","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-02-01 04:00","2024","02","01","04:00","","-3.8","","-6.1","","84","","","","24","","7","","","","100.85","","","","-7","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-02-01 05:00","2024","02","01","05:00","","-3.4","","-5.7","","84","","","","24","","5","","","","100.90","","","","-5","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-02-01 06:00","2024","02","01","06:00","","-3.2","","-5.5","","84","","","","24","","6","","","","100.91","","","","-6","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-02-01 07:00","2024","02","01","07:00","","-3.2","","-5.4","","85","","","","","","0","","","","100.95","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-02-01 08:00","2024","02","01","08:00","","-2.9","","-5.0","","85","","","","20","","3","","","","101.03","","","","-4","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-02-01 09:00","2024","02","01","09:00","","-2.0","","-4.4","","84","","","","27","","3","","","","101.06","","","","-3","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-02-01 10:00","2024","02","01","10:00","","-1.1","","-3.7","","83","","","","24","","7","","","","101.11","","","","-4","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-02-01 11:00","2024","02","01","11:00","","-0.4","","-3.3","","81","","","","24","","8","","","","101.13","","","","-3","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-02-01 12:00","2024","02","01","12:00","","0.3","","-3.1","","78","","","","24","","8","","","","101.10","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-02-01 13:00","2024","02","01","13:00","","0.9","","-3.8","","71","","0.0","","24","","10","","","","101.06","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-02-01 14:00","2024","02","01","14:00","","1.2","","-3.6","","70","","0.2","","25","","8","","","","101.01","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-02-01 15:00","2024","02","01","15:00","","1.3","","-2.9","","74","","0.0","","23","","5","","","","101.00","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-02-01 16:00","2024","02","01","16:00","","1.2","","-2.6","","76","","0.0","","25","","7","","","","101.00","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-02-01 17:00","2024","02","01","17:00","","0.8","","-1.8","","82","","0.0","","23","","5","","","","100.98","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-02-01 18:00","2024","02","01","18:00","","0.5","","-1.4","","87","","0.0","","21","","4","","","","100.99","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-02-01 19:00","2024","02","01","19:00","","0.5","","-0.8","","92","","","","","","0","","","","100.99","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-02-01 20:00","2024","02","01","20:00","","0.4","","-0.4","","95","","","","","","0","","","","100.99","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-02-01 21:00","2024","02","01","21:00","","0.3","","-0.3","","96","","","","18","","3","","","","100.99","","","","","","NA"
