"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 00:00","2024","10","01","00:00","","13.0","","9.9","","81","","0.0","","35","","5","","","","101.32","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 01:00","2024","10","01","01:00","","12.4","","9.8","","84","","0.0","","34","","6","","","","101.32","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 02:00","2024","10","01","02:00","","11.8","","9.5","","86","","0.0","","35","","5","","","","101.31","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 03:00","2024","10","01","03:00","","11.5","","9.2","","86","","0.0","","1","","4","","","","101.31","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 04:00","2024","10","01","04:00","","11.3","","9.3","","88","","0.0","","34","","5","","","","101.29","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 05:00","2024","10","01","05:00","","11.0","","9.3","","90","","0.0","","33","","6","","","","101.30","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 06:00","2024","10","01","06:00","","11.1","","9.5","","90","","0.0","","34","","6","","","","101.33","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 07:00","2024","10","01","07:00","","11.7","","9.7","","88","","0.0","","34","","5","","","","101.40","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 08:00","2024","10","01","08:00","","13.4","","10.2","","81","","0.0","","34","","5","","","","101.41","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 09:00","2024","10","01","09:00","","14.4","","9.3","","71","","0.0","","2","","6","","","","101.43","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 10:00","2024","10","01","10:00","","16.0","","7.7","","58","","0.0","","3","","6","","","","101.41","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 11:00","2024","10","01","11:00","","15.6","","7.0","","57","","0.0","","2","","6","","","","101.40","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 12:00","2024","10","01","12:00","","16.7","","7.4","","54","","0.0","","4","","7","","","","101.37","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 13:00","2024","10","01","13:00","","16.6","","6.8","","52","","0.0","","3","","5","","","","101.35","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 14:00","2024","10","01","14:00","","16.8","","6.8","","52","","0.0","","3","","5","","","","101.33","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 15:00","2024","10","01","15:00","","17.0","","6.7","","51","","0.0","","4","","6","","","","101.30","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 16:00","2024","10","01","16:00","","17.3","","6.5","","49","","0.0","","4","","4","","","","101.28","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 17:00","2024","10","01","17:00","","16.8","","7.8","","55","","0.0","","4","","3","","","","101.28","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 18:00","2024","10","01","18:00","","15.3","","8.1","","62","","0.0","","5","","5","","","","101.29","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 19:00","2024","10","01","19:00","","13.8","","8.6","","71","","0.0","","5","","4","","","","101.32","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 20:00","2024","10","01","20:00","","12.8","","8.5","","75","","0.0","","","","0","","","","101.35","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 21:00","2024","10","01","21:00","","11.8","","8.1","","78","","0.0","","","","0","","","","101.36","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 22:00","2024","10","01","22:00","","11.4","","8.3","","82","","0.0","","1","","3","","","","101.36","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-01 23:00","2024","10","01","23:00","","10.8","","8.5","","86","","0.0","","34","","4","","","","101.34","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-02 00:00","2024","10","02","00:00","","10.2","","8.4","","89","","0.0","","","","0","","","","101.29","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-02 01:00","2024","10","02","01:00","","9.8","","8.1","","89","","0.0","","","","0","","","","101.31","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-02 02:00","2024","10","02","02:00","","9.4","","8.6","","95","","0.0","","35","","3","","","","101.29","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-02 03:00","2024","10","02","03:00","","9.1","","8.8","","98","","0.0","","34","","4","","","","101.26","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-02 04:00","2024","10","02","04:00","","9.0","","8.7","","98","","0.0","","35","","3","","","","101.25","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-02 05:00","2024","10","02","05:00","","8.8","","8.6","","99","","0.0","","","","0","","","","101.24","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-02 06:00","2024","10","02","06:00","","8.7","","8.6","","99","","0.0","","36","","3","","","","101.24","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-02 07:00","2024","10","02","07:00","","9.8","","8.6","","93","","0.0","","","","0","","","","101.25","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-02 08:00","2024","10","02","08:00","","11.4","","8.8","","84","","0.0","","33","","4","","","","101.25","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-02 09:00","2024","10","02","09:00","","13.7","","8.6","","71","","0.0","","3","","3","","","","101.27","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-02 10:00","2024","10","02","10:00","","14.8","","8.3","","65","","0.0","","6","","5","","","","101.25","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-02 11:00","2024","10","02","11:00","","15.8","","7.6","","58","","0.0","","8","","8","","","","101.23","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-02 12:00","2024","10","02","12:00","","16.1","","8.0","","58","","0.0","","11","","7","","","","101.19","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-02 13:00","2024","10","02","13:00","","16.0","","8.1","","59","","0.0","","14","","6","","","","101.15","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-02 14:00","2024","10","02","14:00","","16.8","","8.4","","58","","0.0","","17","","4","","","","101.12","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-02 15:00","2024","10","02","15:00","","16.1","","8.5","","61","","0.0","","14","","5","","","","101.11","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-02 16:00","2024","10","02","16:00","","16.1","","8.8","","62","","0.0","","14","","4","","","","101.10","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-02 17:00","2024","10","02","17:00","","15.2","","9.1","","67","","0.0","","","","0","","","","101.12","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-02 18:00","2024","10","02","18:00","","14.9","","9.1","","68","","0.0","","","","0","","","","101.13","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-10-02 19:00","2024","10","02","19:00","","14.2","","9.0","","71","","0.0","","24","","5","","","","101.15","","","","","","NA"
