"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-04-01 00:00","2024","04","01","00:00","","0.7","","-5.5","","63","","0.0","","31","","5","","","","100.46","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-04-01 01:00","2024","04","01","01:00","","0.3","","-6.2","","61","","","","31","","4","","","","100.51","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-04-01 02:00","2024","04","01","02:00","","-0.2","","-6.6","","62","","","","29","","3","","","","100.57","","","","-1","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-04-01 03:00","2024","04","01","03:00","","-0.5","","-6.3","","65","","","","29","","4","","","","100.64","","","","-2","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-04-01 04:00","2024","04","01","04:00","","-1.0","","-6.6","","65","","","","29","","5","","","","100.69","","","","-3","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-04-01 05:00","2024","04","01","05:00","","-1.1","","-7.2","","63","","","","29","","6","","","","100.73","","","","-3","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-04-01 06:00","2024","04","01","06:00","","-1.5","","-7.3","","65","","","","29","","3","","","","100.73","","","","-3","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-04-01 07:00","2024","04","01","07:00","","-0.6","","-7.1","","61","","","","29","","7","","","","100.77","","","","-3","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-04-01 08:00","2024","04","01","08:00","","1.0","","-7.3","","54","","0.0","","30","","9","","","","100.80","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-04-01 09:00","2024","04","01","09:00","","2.3","","-8.0","","46","","0.0","","31","","16","","","","100.88","","","","","","NA"
