"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-12-01 00:00","2024","12","01","00:00","","-0.3","","-2.2","","87","","","","23","","7","","","","100.35","","","","-3","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-12-01 01:00","2024","12","01","01:00","","-0.5","","-2.3","","87","","","","22","","7","","","","100.33","","","","-3","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-12-01 02:00","2024","12","01","02:00","","-0.8","","-2.6","","87","","","","24","","5","","","","100.38","","","","-2","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-12-01 03:00","2024","12","01","03:00","","-1.0","","-3.0","","86","","","","24","","4","","","","100.44","","","","-2","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-12-01 04:00","2024","12","01","04:00","","-0.8","","-3.4","","83","","","","21","","5","","","","100.46","","","","-2","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-12-01 05:00","2024","12","01","05:00","","-0.4","","-2.7","","85","","","","25","","4","","","","100.48","","","","-2","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-12-01 06:00","2024","12","01","06:00","","-1.2","","-2.8","","89","","","","","","0","","","","100.54","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-12-01 07:00","2024","12","01","07:00","","-1.4","","-2.7","","91","","","","","","0","","","","100.58","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-12-01 08:00","2024","12","01","08:00","","-1.4","","-3.2","","88","","","","","","0","","","","100.63","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-12-01 09:00","2024","12","01","09:00","","-0.2","","-2.8","","83","","","","","","0","","","","100.67","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-12-01 10:00","2024","12","01","10:00","","1.1","","-2.3","","78","","0.0","","24","","7","","","","100.70","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-12-01 11:00","2024","12","01","11:00","","2.3","","-2.1","","72","","0.0","","24","","11","","","","100.70","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-12-01 12:00","2024","12","01","12:00","","2.8","","-2.7","","67","","0.0","","26","","11","","","","100.69","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-12-01 13:00","2024","12","01","13:00","","3.2","","-5.1","","54","","0.0","","27","","12","","","","100.65","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-12-01 14:00","2024","12","01","14:00","","3.9","","-5.1","","52","","0.0","","27","","6","","","","100.63","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-12-01 15:00","2024","12","01","15:00","","4.1","","-6.2","","47","","0.0","","25","","7","","","","100.63","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-12-01 16:00","2024","12","01","16:00","","3.4","","-5.5","","52","","0.0","","24","","4","","","","100.67","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-12-01 17:00","2024","12","01","17:00","","1.8","","-4.9","","61","","0.0","","","","0","","","","100.68","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-12-01 18:00","2024","12","01","18:00","","1.3","","-4.7","","64","","0.0","","","","0","","","","100.70","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-12-01 19:00","2024","12","01","19:00","","1.0","","-2.4","","78","","0.0","","14","","3","","","","100.71","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-12-01 20:00","2024","12","01","20:00","","0.9","","-1.8","","83","","0.0","","21","","4","","","","100.74","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-12-01 21:00","2024","12","01","21:00","","1.3","","-2.4","","76","","0.0","","23","","7","","","","100.73","","","","","","NA"
