"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-09-01 00:00","2024","09","01","00:00","","17.0","","16.9","","100","","0.0","","","","0","","","","101.15","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-09-01 01:00","2024","09","01","01:00","","17.1","","17.1","","100","","0.0","","16","","3","","","","101.11","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-09-01 02:00","2024","09","01","02:00","","17.7","","17.7","","100","","0.0","","","","0","","","","101.05","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-09-01 03:00","2024","09","01","03:00","","17.9","","17.9","","100","","0.0","","22","","4","","","","101.01","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-09-01 04:00","2024","09","01","04:00","","18.3","","18.3","","100","","0.0","","21","","3","","","","100.98","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-09-01 05:00","2024","09","01","05:00","","18.1","","18.0","","100","","0.0","","","","0","","","","100.95","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-09-01 06:00","2024","09","01","06:00","","18.4","","18.4","","100","","0.0","","19","","4","","","","100.94","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-09-01 07:00","2024","09","01","07:00","","19.0","","18.2","","96","","0.0","","22","","7","","","","100.93","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-09-01 08:00","2024","09","01","08:00","","19.7","","17.4","","87","","0.0","","22","","8","","","","100.95","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-09-01 09:00","2024","09","01","09:00","","21.4","","15.9","","71","","0.0","","19","","8","","","","100.92","","26","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-09-01 10:00","2024","09","01","10:00","","21.7","","16.3","","72","","0.0","","20","","6","","","","100.89","","27","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-09-01 11:00","2024","09","01","11:00","","23.8","","15.4","","59","","0.0","","22","","10","","","","100.83","","28","","","","NA"
