"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-05-01 00:00","2024","05","01","00:00","","2.9","","-1.2","","75","","0.0","","33","","9","","","","100.72","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-05-01 01:00","2024","05","01","01:00","","3.0","","-0.6","","77","","0.0","","34","","10","","","","100.72","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-05-01 02:00","2024","05","01","02:00","","3.1","","0.1","","81","","0.0","","33","","11","","","","100.72","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-05-01 03:00","2024","05","01","03:00","","3.2","","0.5","","83","","0.0","","32","","11","","","","100.71","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-05-01 04:00","2024","05","01","04:00","","3.3","","0.8","","84","","0.0","","33","","11","","","","100.66","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-05-01 05:00","2024","05","01","05:00","","3.6","","1.2","","85","","0.0","","34","","11","","","","100.67","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-05-01 06:00","2024","05","01","06:00","","3.9","","1.2","","83","","0.0","","34","","10","","","","100.71","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-05-01 07:00","2024","05","01","07:00","","3.9","","2.1","","88","","0.0","","35","","7","","","","100.66","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-05-01 08:00","2024","05","01","08:00","","5.0","","2.5","","84","","0.0","","34","","7","","","","100.64","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-05-01 09:00","2024","05","01","09:00","","6.3","","2.3","","75","","0.0","","35","","10","","","","100.70","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-05-01 10:00","2024","05","01","10:00","","7.4","","3.0","","73","","0.0","","34","","9","","","","100.75","","","","","","NA"
"-63.61","44.66","HALIFAX WINDSOR PARK","8202255","2024-05-01 11:00","2024","05","01","11:00","","7.0","","2.9","","75","","0.0","","33","","11","","","","100.74","","","","","","NA"
